V1,instution,city,zip,state_abbr,LOCALE,LATITUDE,LONGITUDE,urban_type,urban_description,vector_name,state_name,state_name_included,city_name_included
1598,Western Theological Seminary,Holland,49423-3622,MI,13,42.786246,-86.10324,City,Small,,Michigan,FALSE,FALSE
1599,Academy College,Bloomington,55431-1411,MN,13,44.855722,-93.299809,City,Small,,Minnesota,FALSE,FALSE
1600,Alexandria Technical & Community College,Alexandria,56308,MN,33,45.873107,-95.372369,Town,Remote,,Minnesota,FALSE,TRUE
1601,Anoka Technical College,Anoka,55303,MN,21,45.216709,-93.416087,Suburb,Large,,Minnesota,FALSE,TRUE
1602,Anoka-Ramsey Community College,Coon Rapids,55433-3470,MN,21,45.172978,-93.351697,Suburb,Large,,Minnesota,FALSE,FALSE
1603,Augsburg University,Minneapolis,55454,MN,11,44.966307,-93.240436,City,Large,,Minnesota,FALSE,FALSE
1604,Riverland Community College,Austin,55912-1473,MN,32,43.676271,-92.995626,Town,Distant,,Minnesota,FALSE,FALSE
1605,Northwest Technical College,Bemidji,56601-4907,MN,33,47.452652,-94.853974,Town,Remote,,Minnesota,FALSE,FALSE
1606,Bemidji State University,Bemidji,56601,MN,33,47.482341,-94.874119,Town,Remote,,Minnesota,FALSE,TRUE
1607,Bethany Lutheran College,Mankato,56001,MN,13,44.166649,-93.990805,City,Small,,Minnesota,FALSE,FALSE
1608,Bethel University,Saint Paul,55112,MN,21,45.057655,-93.161663,Suburb,Large,,Minnesota,FALSE,FALSE
1609,Central Lakes College-Brainerd,Brainerd,56401-3900,MN,33,46.345863,-94.214266,Town,Remote,,Minnesota,FALSE,TRUE
1610,Carleton College,Northfield,55057,MN,32,44.462318,-93.154666,Town,Distant,,Minnesota,FALSE,FALSE
1611,Concordia College at Moorhead,Moorhead,56562,MN,22,46.862482,-96.76749,Suburb,Midsize,,Minnesota,FALSE,TRUE
1612,Concordia University-Saint Paul,Saint Paul,55104-5494,MN,11,44.949759,-93.154861,City,Large,,Minnesota,FALSE,TRUE
1613,Dakota County Technical College,Rosemount,55068-2999,MN,41,44.737255,-93.07805,Rural,Fringe,,Minnesota,FALSE,FALSE
1614,Martin Luther College,New Ulm,56073-3965,MN,32,44.30526,-94.472326,Town,Distant,,Minnesota,FALSE,FALSE
1615,Lake Superior College,Duluth,55811-3399,MN,13,46.78455,-92.145151,City,Small,,Minnesota,FALSE,FALSE
1616,Cosmetology Careers Unlimited College of Hair Skin and Nails,Duluth,55802,MN,13,46.785596,-92.100581,City,Small,,Minnesota,FALSE,FALSE
1617,Minnesota State Community and Technical College,Fergus Falls,56537-1000,MN,33,46.289194,-96.097321,Town,Remote,,Minnesota,TRUE,FALSE
1618,Minnesota West Community and Technical College,Granite Falls,56241,MN,33,44.80755,-95.56172,Town,Remote,,Minnesota,TRUE,FALSE
1619,Gustavus Adolphus College,Saint Peter,56082-1498,MN,31,44.323626,-93.972196,Town,Fringe,,Minnesota,FALSE,FALSE
1620,Hamline University,Saint Paul,55104-1284,MN,11,44.966246,-93.164479,City,Large,,Minnesota,FALSE,FALSE
1621,Hazelden Betty Ford Graduate School of Addiction Studies,Center City,55012-0011,MN,41,45.375319,-92.805285,Rural,Fringe,,Minnesota,FALSE,FALSE
1622,Hennepin Technical College,Brooklyn Park,55445,MN,21,45.096534,-93.397759,Suburb,Large,,Minnesota,FALSE,FALSE
1623,Minnesota North College,Hibbing,55746,MN,33,47.422361,-92.921698,Town,Remote,,Minnesota,TRUE,FALSE
1624,Aveda Arts & Sciences Institute Minneapolis,Minneapolis,55414,MN,11,44.987863,-93.253713,City,Large,,Minnesota,FALSE,TRUE
1625,Inver Hills Community College,Inver Grove Heights,55076-3224,MN,21,44.828599,-93.055255,Suburb,Large,,Minnesota,FALSE,FALSE
1626,Minnesota North College - Itasca,Grand Rapids,55744-1851,MN,33,47.241919,-93.49555,Town,Remote,,Minnesota,TRUE,FALSE
1627,Luther Seminary,Saint Paul,55108-1496,MN,11,44.984629,-93.196422,City,Large,,Minnesota,FALSE,FALSE
1628,Macalester College,Saint Paul,55105-1899,MN,11,44.938565,-93.168053,City,Large,,Minnesota,FALSE,FALSE
1629,South Central College,North Mankato,56003-1920,MN,23,44.174319,-94.047428,Suburb,Small,,Minnesota,FALSE,FALSE
1630,Minnesota State University-Mankato,Mankato,56001,MN,13,44.146712,-93.99945,City,Small,,Minnesota,TRUE,TRUE
1631,Mayo Clinic College of Medicine and Science,Rochester,55905,MN,12,44.02215,-92.466428,City,Midsize,,Minnesota,FALSE,FALSE
1632,Minnesota North College - Mesabi Range Virginia,Virginia,55792-1001,MN,33,47.524561,-92.549092,Town,Remote,,Minnesota,TRUE,TRUE
1633,Metropolitan State University,Saint Paul,55106-5000,MN,11,44.957256,-93.074361,City,Large,,Minnesota,FALSE,FALSE
1634,University of Minnesota-Twin Cities,Minneapolis,55455-0213,MN,11,44.972851,-93.235464,City,Large,,Minnesota,TRUE,FALSE
1635,University of Minnesota-Crookston,Crookston,56716-5001,MN,32,47.802536,-96.606188,Town,Distant,,Minnesota,TRUE,TRUE
1636,Minneapolis College of Art and Design,Minneapolis,55404,MN,11,44.956988,-93.274705,City,Large,,Minnesota,FALSE,TRUE
1637,Minneapolis Community and Technical College,Minneapolis,55403-1779,MN,11,44.972679,-93.284507,City,Large,,Minnesota,FALSE,TRUE
1638,Herzing University-Minneapolis,St. Louis Park,55426,MN,21,44.975225,-93.404863,Suburb,Large,,Minnesota,FALSE,FALSE
1639,Minnesota School of Cosmetology-Woodbury Campus,WOODBURY,55125,MN,21,44.924692,-92.973998,Suburb,Large,,Minnesota,TRUE,TRUE
1640,University of Minnesota-Duluth,Duluth,55812,MN,13,46.817126,-92.084385,City,Small,,Minnesota,TRUE,TRUE
1641,University of Minnesota-Morris,Morris,56267,MN,33,45.589775,-95.899729,Town,Remote,,Minnesota,TRUE,TRUE
1642,Model College of Hair Design,Saint Cloud,56301-4332,MN,13,45.55773,-94.159447,City,Small,,Minnesota,FALSE,FALSE
1643,Minnesota State University Moorhead,Moorhead,56563,MN,22,46.867153,-96.759532,Suburb,Midsize,,Minnesota,TRUE,TRUE
1644,North Hennepin Community College,Brooklyn Park,55445,MN,21,45.106937,-93.374536,Suburb,Large,,Minnesota,FALSE,FALSE
1645,Normandale Community College,Bloomington,55431-4399,MN,13,44.829706,-93.331673,City,Small,,Minnesota,FALSE,FALSE
1646,North Central University,Minneapolis,55404-1391,MN,11,44.968625,-93.261511,City,Large,,Minnesota,FALSE,FALSE
1647,Northland Community and Technical College,Thief River Falls,56701,MN,33,48.124969,-96.162366,Town,Remote,,Minnesota,FALSE,FALSE
1648,University of Northwestern-St Paul,Saint Paul,55113-1598,MN,21,45.033703,-93.167822,Suburb,Large,,Minnesota,FALSE,FALSE
1649,Northwestern Health Sciences University,Bloomington,55431,MN,13,44.850963,-93.311222,City,Small,,Minnesota,FALSE,FALSE
1650,Oak Hills Christian College,Bemidji,56601-8834,MN,33,47.425836,-94.901503,Town,Remote,,Minnesota,FALSE,FALSE
1651,Pine Technical & Community College,Pine City,55063,MN,33,45.818667,-92.968283,Town,Remote,,Minnesota,FALSE,FALSE
1652,Minnesota North College - Rainy River,International Falls,56649-1501,MN,33,48.590001,-93.431603,Town,Remote,,Minnesota,TRUE,FALSE
1653,Rochester Community and Technical College,Rochester,55904-4999,MN,12,44.014488,-92.42321,City,Midsize,,Minnesota,FALSE,TRUE
1654,College of Saint Benedict,Saint Joseph,56374,MN,22,45.561792,-94.319888,Suburb,Midsize,,Minnesota,FALSE,FALSE
1655,St Cloud Technical and Community College,Saint Cloud,56303-1240,MN,13,45.579065,-94.175841,City,Small,,Minnesota,FALSE,FALSE
1656,Saint Cloud State University,Saint Cloud,56301-4498,MN,13,45.553227,-94.152657,City,Small,,Minnesota,FALSE,TRUE
1657,Saint Johns University,Collegeville,56321,MN,41,45.580075,-94.393621,Rural,Fringe,,Minnesota,FALSE,FALSE
1658,Saint Mary's University of Minnesota,Winona,55987-1399,MN,32,44.044736,-91.695449,Town,Distant,,Minnesota,TRUE,FALSE
1659,St Olaf College,Northfield,55057-1098,MN,32,44.461529,-93.182039,Town,Distant,,Minnesota,FALSE,FALSE
1660,Crown College,Saint Bonifacius,55375-9001,MN,41,44.885393,-93.743019,Rural,Fringe,,Minnesota,FALSE,FALSE
1661,The College of Saint Scholastica,Duluth,55811-4199,MN,13,46.816082,-92.106134,City,Small,,Minnesota,FALSE,FALSE
1662,University of St Thomas,Saint Paul,55105-1078,MN,11,44.943439,-93.188986,City,Large,,Minnesota,FALSE,FALSE
1663,Empire Beauty School-Bloomington,Bloomington,55420-4232,MN,13,44.82746,-93.287367,City,Small,,Minnesota,FALSE,TRUE
1664,St Catherine University,Saint Paul,55105,MN,11,44.924926,-93.183761,City,Large,,Minnesota,FALSE,FALSE
1665,Rasmussen University-Minnesota,St. Cloud,56301-3713,MN,13,45.548117,-94.206254,City,Small,,Minnesota,TRUE,FALSE
1666,Saint Paul College,Saint Paul,55102-9808,MN,11,44.949186,-93.109646,City,Large,,Minnesota,FALSE,TRUE
1667,Southwest Minnesota State University,Marshall,56258-5468,MN,33,44.45373,-95.759548,Town,Remote,,Minnesota,TRUE,FALSE
1668,Summit Academy Opportunities Industrialization Center,Minneapolis,55405,MN,11,44.983569,-93.292776,City,Large,,Minnesota,FALSE,FALSE
1669,United Theological Seminary of the Twin Cities,St. Paul,55114,MN,11,44.962913,-93.203624,City,Large,,Minnesota,FALSE,FALSE
1670,Minnesota North College - Vermilion,Ely,55731-1900,MN,33,47.905184,-91.837777,Town,Remote,,Minnesota,TRUE,FALSE
1671,Dunwoody College of Technology,Minneapolis,55403-1192,MN,11,44.97281,-93.290608,City,Large,,Minnesota,FALSE,FALSE
1672,Ridgewater College,Willmar,56201,MN,33,45.138313,-95.07305,Town,Remote,,Minnesota,FALSE,FALSE
1673,Minnesota State College Southeast,Winona,55987,MN,32,44.024554,-91.618318,Town,Distant,,Minnesota,TRUE,FALSE
1674,Winona State University,Winona,55987-5838,MN,32,44.046159,-91.643723,Town,Distant,,Minnesota,FALSE,TRUE
1675,Mitchell Hamline School of Law,Saint Paul,55105-3076,MN,11,44.94202,-93.138224,City,Large,,Minnesota,FALSE,FALSE
1676,Century College,White Bear Lake,55110,MN,21,45.041823,-92.982105,Suburb,Large,,Minnesota,FALSE,FALSE
1677,Alcorn State University,Alcorn State,39096-7500,MS,43,31.877216,-91.142854,Rural,Remote,,Mississippi,FALSE,TRUE
1678,Belhaven University,Jackson,39202,MS,12,32.318415,-90.169228,City,Midsize,,Mississippi,FALSE,FALSE
1679,Blue Mountain Christian University,Blue Mountain,38610,MS,42,34.67209,-89.02924,Rural,Distant,,Mississippi,FALSE,TRUE
1680,Chris Beauty College,Gulfport,39501,MS,13,30.382294,-89.077391,City,Small,,Mississippi,FALSE,FALSE
1681,Coahoma Community College,Clarksdale,38614,MS,41,34.254417,-90.568469,Rural,Fringe,,Mississippi,FALSE,FALSE
1682,Copiah-Lincoln Community College,Wesson,39191,MS,42,31.69272,-90.400234,Rural,Distant,,Mississippi,FALSE,FALSE
1683,Delta State University,Cleveland,38733,MS,33,33.744745,-90.735365,Town,Remote,,Mississippi,FALSE,FALSE
1684,East Central Community College,Decatur,39327-0129,MS,42,32.441164,-89.113706,Rural,Distant,,Mississippi,FALSE,FALSE
1685,East Mississippi Community College,Scooba,39358-0158,MS,43,32.830246,-88.483516,Rural,Remote,,Mississippi,TRUE,FALSE
1686,Fosters Cosmetology College,Ripley,38663-0066,MS,41,34.755677,-88.942133,Rural,Fringe,,Mississippi,FALSE,FALSE
1687,Academy of Hair Design-Grenada,Grenada,38901,MS,41,33.775198,-89.825313,Rural,Fringe,,Mississippi,FALSE,TRUE
1688,Hinds Community College,Raymond,39154,MS,31,32.256109,-90.416118,Town,Fringe,,Mississippi,FALSE,FALSE
1689,Holmes Community College,Goodman,39079,MS,42,32.969985,-89.915803,Rural,Distant,,Mississippi,FALSE,FALSE
1690,Itawamba Community College,Fulton,38843-1099,MS,33,34.276519,-88.412073,Town,Remote,,Mississippi,FALSE,FALSE
1691,Jackson State University,Jackson,39217,MS,12,32.296105,-90.207405,City,Midsize,,Mississippi,FALSE,TRUE
1692,Jones County Junior College,Ellisville,39437,MS,32,31.596936,-89.200895,Town,Distant,,Mississippi,FALSE,FALSE
1693,Meridian Community College,Meridian,39307-5801,MS,33,32.367355,-88.732823,Town,Remote,,Mississippi,FALSE,TRUE
1694,Millsaps College,Jackson,39210-0001,MS,12,32.322746,-90.179957,City,Midsize,,Mississippi,FALSE,FALSE
1695,Mississippi Delta Community College,Moorhead,38761,MS,33,33.444906,-90.502053,Town,Remote,,Mississippi,TRUE,FALSE
1696,University of Mississippi,University,38677-1848,MS,33,34.365529,-89.537434,Town,Remote,,Mississippi,TRUE,TRUE
1697,Mississippi University for Women,Columbus,39701,MS,33,33.493305,-88.418601,Town,Remote,,Mississippi,TRUE,FALSE
1698,Mississippi Valley State University,Itta Bena,38941-1400,MS,33,33.514142,-90.341274,Town,Remote,,Mississippi,TRUE,FALSE
1699,Mississippi College,Clinton,39058,MS,21,32.335515,-90.329821,Suburb,Large,,Mississippi,TRUE,FALSE
1700,Hatfield's Mississippi College of Beauty Culture,Laurel,39440,MS,32,31.693316,-89.135405,Town,Distant,,Mississippi,TRUE,FALSE
1701,Mississippi Gulf Coast Community College,Perkinston,39573,MS,42,30.780784,-89.142952,Rural,Distant,,Mississippi,TRUE,FALSE
1702,Mississippi State University,Mississippi State,39762,MS,33,33.454852,-88.790139,Town,Remote,,Mississippi,TRUE,TRUE
1703,Northeast Mississippi Community College,Booneville,38829,MS,33,34.668339,-88.562609,Town,Remote,,Mississippi,TRUE,FALSE
1704,Northwest Mississippi Community College,Senatobia,38668-1714,MS,32,34.625532,-89.969525,Town,Distant,,Mississippi,TRUE,FALSE
1705,Pearl River Community College,Poplarville,39470,MS,43,30.844322,-89.543052,Rural,Remote,,Mississippi,FALSE,FALSE
1706,Rust College,Holly Springs,38635,MS,32,34.776862,-89.446999,Town,Distant,,Mississippi,FALSE,FALSE
1707,Southeastern Baptist College,Laurel,39440-9989,MS,32,31.748512,-89.149373,Town,Distant,,Mississippi,FALSE,FALSE
1708,Southwest Mississippi Community College,Summit,39666-0000,MS,33,31.295121,-90.443295,Town,Remote,,Mississippi,TRUE,FALSE
1709,University of Southern Mississippi,Hattiesburg,39406-0001,MS,13,31.32661,-89.331236,City,Small,,Mississippi,TRUE,FALSE
1710,Tougaloo College,Tougaloo,39174,MS,12,32.403014,-90.16076,City,Midsize,,Mississippi,FALSE,TRUE
1711,Vaughn Beauty College,Aberdeen,39730-3238,MS,33,33.82442,-88.541839,Town,Remote,,Mississippi,FALSE,FALSE
1712,Wesley Biblical Seminary,Ridgeland,39157-1920,MS,21,32.400142,-90.111379,Suburb,Large,,Mississippi,FALSE,FALSE
1713,William Carey University,Hattiesburg,39401,MS,13,31.305264,-89.291815,City,Small,,Mississippi,FALSE,FALSE
1714,Aquinas Institute of Theology,Saint Louis,63108-3323,MO,11,38.634329,-90.237795,City,Large,,Missouri,FALSE,FALSE
1715,Avila University,Kansas City,64145-1698,MO,11,38.91339,-94.591758,City,Large,,Missouri,FALSE,FALSE
1716,Baptist Bible College,Springfield,65803-3498,MO,12,37.239696,-93.284286,City,Midsize,,Missouri,FALSE,FALSE
1717,House of Heavilin Beauty College-Blue Springs,Blue Springs,64014,MO,21,38.997932,-94.272412,Suburb,Large,,Missouri,FALSE,TRUE
1718,Cox College,Springfield,65802-1917,MO,12,37.225116,-93.290233,City,Midsize,,Missouri,FALSE,FALSE
1719,Calvary University,Kansas City,64147-1341,MO,11,38.839578,-94.547927,City,Large,,Missouri,FALSE,FALSE
1720,Cape Girardeau Career and Technology Center,Cape Girardeau,63703-7511,MO,13,37.274001,-89.565366,City,Small,,Missouri,FALSE,TRUE
1721,Central Christian College of the Bible,Moberly,65270-1997,MO,32,39.395963,-92.427259,Town,Distant,,Missouri,FALSE,FALSE
1722,Central Methodist University-College of Liberal Arts and Sciences,Fayette,65248-1198,MO,32,39.150497,-92.685253,Town,Distant,,Missouri,FALSE,FALSE
1723,University of Central Missouri,Warrensburg,64093,MO,32,38.759111,-93.737428,Town,Distant,,Missouri,TRUE,FALSE
1724,Grand River Technical School,Chillicothe,64601,MO,33,39.798864,-93.559669,Town,Remote,,Missouri,FALSE,FALSE
1725,Cleveland University-Kansas City,Overland Park,66210,KS,12,38.932019,-94.679076,City,Midsize,,Kansas,TRUE,FALSE
1726,Columbia College,Columbia,65216,MO,12,38.957388,-92.326354,City,Midsize,,Missouri,FALSE,TRUE
1727,Conception Seminary College,Conception,64433-0502,MO,42,40.24044,-94.682831,Rural,Distant,,Missouri,FALSE,TRUE
1728,Concordia Seminary,Saint Louis,63105-3196,MO,21,38.637181,-90.311324,Suburb,Large,,Missouri,FALSE,FALSE
1729,Cottey College,Nevada,64772,MO,33,37.836127,-94.371311,Town,Remote,,Missouri,FALSE,FALSE
1730,Covenant Theological Seminary,Saint Louis,63141-8609,MO,21,38.643066,-90.451323,Suburb,Large,,Missouri,FALSE,FALSE
1731,Crowder College,Neosho,64850,MO,32,36.814906,-94.368315,Town,Distant,,Missouri,FALSE,FALSE
1732,Culver-Stockton College,Canton,63435-1299,MO,43,40.128993,-91.529374,Rural,Remote,,Missouri,FALSE,FALSE
1733,Drury University,Springfield,65802-3791,MO,12,37.219681,-93.286192,City,Midsize,,Missouri,FALSE,FALSE
1734,East Central College,Union,63084,MO,41,38.431845,-90.97809,Rural,Fringe,,Missouri,FALSE,FALSE
1735,Eden Theological Seminary,Webster Groves,63119-3192,MO,21,38.592307,-90.345605,Suburb,Large,,Missouri,FALSE,FALSE
1736,Pinnacle Career Institute,Kansas City,64153-1151,MO,11,38.938335,-94.529762,City,Large,,Missouri,FALSE,FALSE
1737,Evangel University,Springfield,65802-2125,MO,12,37.220956,-93.262614,City,Midsize,,Missouri,FALSE,FALSE
1738,Fontbonne University,Saint Louis,63105-3098,MO,21,38.642697,-90.315712,Suburb,Large,,Missouri,FALSE,FALSE
1739,Four Rivers Career Center,Washington,63090-4235,MO,32,38.547707,-91.020914,Town,Distant,,Missouri,FALSE,FALSE
1740,Ozarks Technical Community College,Springfield,65802,MO,12,37.216479,-93.279985,City,Midsize,,Missouri,FALSE,FALSE
1741,Hannibal-LaGrange University,Hannibal,63401,MO,33,39.729015,-91.39094,Town,Remote,,Missouri,FALSE,TRUE
1742,Harris-Stowe State University,Saint Louis,63103-2136,MO,11,38.631744,-90.224288,City,Large,,Missouri,FALSE,FALSE
1743,House of Heavilin Beauty College-Kansas City,Kansas City,64110-2826,MO,11,39.022905,-94.574262,City,Large,,Missouri,FALSE,TRUE
1744,Summit Salon Academy Kansas City,Independence,64055,MO,21,39.079093,-94.426462,Suburb,Large,,Missouri,FALSE,FALSE
1745,Jefferson College,Hillsboro,63050-2440,MO,41,38.259889,-90.558954,Rural,Fringe,,Missouri,FALSE,FALSE
1746,Paul Mitchell the School-Missouri Columbia,Columbia,65203,MO,12,38.967204,-92.375761,City,Midsize,,Missouri,TRUE,TRUE
1747,Barnes-Jewish College Goldfarb School of Nursing,Saint Louis,63110,MO,11,38.637165,-90.258772,City,Large,,Missouri,FALSE,FALSE
1748,Kansas City Art Institute,Kansas City,64111-1874,MO,11,39.046353,-94.583594,City,Large,,Missouri,FALSE,TRUE
1749,Kenrick Glennon Seminary,Saint Louis,63119-4399,MO,21,38.584608,-90.324024,Suburb,Large,,Missouri,FALSE,FALSE
1750,A T Still University of Health Sciences,Kirksville,63501,MO,33,40.193648,-92.589183,Town,Remote,,Missouri,FALSE,FALSE
1751,Lake Career and Technical Center,Camdenton,65020,MO,41,38.005502,-92.732943,Rural,Fringe,,Missouri,FALSE,FALSE
1752,Lex La-Ray Technical Center,Lexington,64067-1525,MO,32,39.173683,-93.865563,Town,Distant,,Missouri,FALSE,FALSE
1753,Lincoln University,Jefferson City,65101,MO,13,38.564431,-92.166724,City,Small,,Missouri,FALSE,FALSE
1754,Lindenwood University,Saint Charles,63301-1695,MO,13,38.785425,-90.501286,City,Small,,Missouri,FALSE,FALSE
1755,State Technical College of Missouri,Linn,65051-9607,MO,42,38.467699,-91.814259,Rural,Distant,,Missouri,TRUE,FALSE
1756,Logan University,Chesterfield,63017,MO,21,38.63133,-90.542333,Suburb,Large,,Missouri,FALSE,FALSE
1757,Metropolitan Community College-Kansas City,Kansas City,64111-2429,MO,11,39.068668,-94.58966,City,Large,,Missouri,FALSE,TRUE
1758,Lutheran School of Nursing,Saint Louis,63118-3909,MO,11,38.590249,-90.226539,City,Large,,Missouri,FALSE,FALSE
1759,Maryville University of Saint Louis,Saint Louis,63141-7299,MO,21,38.644774,-90.505998,Suburb,Large,,Missouri,FALSE,TRUE
1760,Missouri College of Cosmetology and Esthetics,Jefferson City,65109,MO,13,38.571057,-92.198801,City,Small,,Missouri,TRUE,FALSE
1761,Midwest Institute,Fenton,63026,MO,21,38.544447,-90.436174,Suburb,Large,,Missouri,FALSE,FALSE
1762,Midwestern Baptist Theological Seminary,Kansas City,64118-4697,MO,11,39.185691,-94.573185,City,Large,,Missouri,FALSE,FALSE
1763,Mineral Area College,Park Hills,63601-1000,MO,32,37.845199,-90.481847,Town,Distant,,Missouri,FALSE,FALSE
1764,Missouri Baptist University,Saint Louis,63141-8698,MO,21,38.641526,-90.462586,Suburb,Large,,Missouri,TRUE,FALSE
1765,Missouri Southern State University,Joplin,64801-1595,MO,13,37.095155,-94.461689,City,Small,,Missouri,TRUE,FALSE
1766,Missouri Valley College,Marshall,65340,MO,33,39.108522,-93.190654,Town,Remote,,Missouri,TRUE,FALSE
1767,Missouri Western State University,Saint Joseph,64507,MO,13,39.7575,-94.785643,City,Small,,Missouri,TRUE,FALSE
1768,University of Missouri-Columbia,Columbia,65211,MO,12,38.94531,-92.328843,City,Midsize,,Missouri,TRUE,TRUE
1769,University of Missouri-Kansas City,Kansas City,64110,MO,11,39.034179,-94.582141,City,Large,,Missouri,TRUE,TRUE
