"","INSTNM","CITY","STABBR","ZIP","HCM2","ST_FIPS","REGION","LOCALE","LOCALE2","LATITUDE","LONGITUDE","RELAFFIL","SATVR25","SATVR75","SATMT25","SATMT75","SATWR25","SATWR75","SATVRMID","SATMTMID","SATWRMID","ACTCM25","ACTCM75","ACTEN25","ACTEN75","ACTMT25","ACTMT75","ACTWR25","ACTWR75","ACTCMMID","ACTENMID","ACTMTMID","ACTWRMID","SAT_AVG","SAT_AVG_ALL","NPT4_PUB","NPT45_PRIV","NPT4_PROG","NPT4_OTHER","TUITIONFEE_IN","TUITIONFEE_OUT","PCTPELL"
"2981","South Carolina State University","Orangeburg","SC","29117-0001",0,45,5,"32",NA,"33.497968","-80.848722",NA,"400","530","400","520",NA,NA,"465","460",NA,"15","19",NA,NA,NA,NA,NA,NA,"17",NA,NA,NA,"937","937","21075",NA,NA,NA,"11060","21750","0.6347"
"2982","University of South Carolina-Upstate","Spartanburg","SC","29303-4999",0,45,5,"22",NA,"34.996403","-81.970583",NA,"480","590","470","560",NA,NA,"535","515",NA,"19","23","17","23","18","24",NA,NA,"21","20","21",NA,"1065","1065","14661",NA,NA,NA,"11583","22545","0.4546"
"2983","Sherman College of Chiropractic","Spartanburg","SC","29316",0,45,5,"22",NA,"35.014602","-81.985878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2984","Spartanburg Methodist College","Spartanburg","SC","29301-5899",0,45,5,"22",NA,"34.955117","-81.970863","71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10388",NA,NA,"18000","18000","0.5709"
"2985","Spartanburg Community College","Spartanburg","SC","29303",0,45,5,"22",NA,"34.974587","-81.989811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2565",NA,NA,NA,"4902","9822","0.417"
"2986","Central Carolina Technical College","Sumter","SC","29150-2499",0,45,5,"13",NA,"33.933342","-80.37101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4053",NA,NA,NA,"5715","9016","0.469"
"2987","Tri-County Technical College","Pendleton","SC","29670",0,45,5,"21",NA,"34.641914","-82.792015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5344",NA,NA,NA,"4448","10304","0.3346"
"2988","Trident Technical College","Charleston","SC","29423-8067",0,45,5,"12",NA,"32.928767","-80.031276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1057",NA,NA,NA,"4648","8690","0.2739"
"2989","Voorhees University","Denmark","SC","29042",0,45,5,"32",NA,"33.307199","-81.127863","73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12630","12630","0.8043"
"2990","Williamsburg Technical College","Kingstree","SC","29556-4197",0,45,5,"32",NA,"33.657085","-79.817984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5261",NA,NA,NA,"4488","8592","0.4283"
"2991","Winthrop University","Rock Hill","SC","29733",0,45,5,"13",NA,"34.941515","-81.031404",NA,"510","620","490","575",NA,NA,"565","533",NA,"20","26",NA,NA,NA,NA,NA,NA,"23",NA,NA,NA,"1114","1114","17033",NA,NA,NA,"15846","30176","0.4131"
"2992","Wofford College","Spartanburg","SC","29303-3663",0,45,5,"13",NA,"34.959411","-81.933568","71","600","665","585","665",NA,NA,"633","625",NA,"27","32","26","34","26","29",NA,NA,"30","30","28",NA,"1310","1310",NA,"33901",NA,NA,"49550","49550","0.1757"
"2993","York Technical College","Rock Hill","SC","29730",0,45,5,"13",NA,"34.934416","-80.995273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5600",NA,NA,NA,"5050","10354","0.3301"
"2994","Augustana University","Sioux Falls","SD","57197-0001",0,46,4,"12",NA,"43.525148","-96.736975","39","490","640","530","660",NA,NA,"565","595",NA,"22","28","20","29","21","27",NA,NA,"25","25","24",NA,"1215","1215",NA,"29162",NA,NA,"35914","35914","0.1727"
"2995","The Salon Professional Academy","Rapid City","SD","57701",0,46,4,"13",NA,"44.079979","-103.228651",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4756"
"2996","Black Hills State University","Spearfish","SD","57799-9500",0,46,4,"32",NA,"44.494889","-103.870966",NA,"520","580","450","570",NA,NA,"550","510",NA,"18","23","16","23","16","23",NA,NA,"21","20","20",NA,"1065","1065","16448",NA,NA,NA,"9000","12100","0.2218"
"2997","Dakota State University","Madison","SD","57042-1799",0,46,4,"32",NA,"44.013014","-97.113358",NA,"505","635","495","610",NA,NA,"570","553",NA,"19","26","17","25","19","26",NA,NA,"23","21","23",NA,"1133","1133","18619",NA,NA,NA,"9633","12735","0.1993"
"2998","Dakota Wesleyan University","Mitchell","SD","57301-4398",0,46,4,"33",NA,"43.697432","-98.031188","71","400","550","460","550",NA,NA,"475","505",NA,"19","25","17","24","20","26",NA,NA,"22","21","23",NA,"1113","1113",NA,"23174",NA,NA,"30880","30880","0.3022"
"2999","Paul Mitchell the School-Rapid City","Rapid City","SD","57701",0,46,4,"13",NA,"44.08202","-103.222781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19031",NA,NA,NA,NA,"0.4922"
"3000","Lake Area Technical College","Watertown","SD","57201-0730",0,46,4,"33",NA,"44.901714","-97.095229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14595",NA,NA,NA,"6718","6718","0.3266"
"3001","Avera McKennan Hospital School of Radiologic Technology","Sioux Falls","SD","57117-5045",0,46,4,"12",NA,"43.533972","-96.715584","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0417"
"3002","Mitchell Technical College","Mitchell","SD","57301",0,46,4,"41",NA,"43.688663","-98.002505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13034",NA,NA,NA,"7524","7524","0.3201"
"3003","Mount Marty University","Yankton","SD","57078-3724",0,46,4,"33",NA,"42.874475","-97.409904","30","410","540","400","510",NA,NA,"475","455",NA,"19","24","16","23","18","24",NA,NA,"22","20","21",NA,"1098","1098",NA,"24158",NA,NA,"29980","29980","0.2178"
"3004","National American University-Rapid City","Rapid City","SD","57701-2823",0,46,4,"13",NA,"44.03152","-103.250223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15660","15660","0.5575"
"3005","Kairos University","Sioux Falls","SD","57105",0,46,4,"12",NA,"43.525446","-96.735896","45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3600","3600","0"
"3006","Northern State University","Aberdeen","SD","57401-7198",0,46,4,"33",NA,"45.450829","-98.484728",NA,"530","600","490","590",NA,NA,"565","540",NA,"18","24","17","23","17","25",NA,NA,"21","20","21",NA,"1086","1086","16810",NA,NA,NA,"8845","11947","0.1354"
"3007","Oglala Lakota College","Kyle","SD","57752-0490",0,46,4,"43",NA,"43.366813","-102.240331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2790",NA,NA,NA,"2684","2684","0.5497"
"3008","Presentation College","Aberdeen","SD","57401-1280",0,46,4,"33",NA,"45.483339","-98.49129","30","420","560","430","540",NA,NA,"490","485",NA,"17","22","15","21","16","22",NA,NA,"20","18","19",NA,"1019","1019",NA,"27934",NA,NA,"22006","22006","0.3528"
"3009","Avera Sacred Heart Hospital","Yankton","SD","57078-3899",0,46,4,"33",NA,"42.872359","-97.407865","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"3010","South Dakota School of Mines and Technology","Rapid City","SD","57701-3995",0,46,4,"13",NA,"44.075439","-103.205753",NA,"565","665","590","690",NA,NA,"615","640",NA,"24","29","22","30","25","30",NA,NA,"27","26","28",NA,"1266","1266","19592",NA,NA,NA,"12110","16530","0.1733"
"3011","South Dakota State University","Brookings","SD","57007-1898",0,46,4,"33",NA,"44.317485","-96.782139",NA,"480","600","500","620",NA,NA,"540","560",NA,"19","25","17","24","18","26",NA,NA,"22","21","22",NA,"1119","1119","18402",NA,NA,NA,"9299","12809","0.1846"
"3012","Sinte Gleska University","Mission","SD","57555-0105",0,46,4,"43",NA,"43.298878","-100.622549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14352",NA,NA,NA,"3154","3154","0.9147"
"3013","University of Sioux Falls","Sioux Falls","SD","57105-1699",0,46,4,"12",NA,"43.531574","-96.738229","52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24167",NA,NA,"19900","19900","0.2644"
"3014","Sanford Medical Center","Sioux Falls","SD","57117-5039",0,46,4,"12",NA,"43.535591","-96.74341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.037"
"3015","Sisseton Wahpeton College","Sisseton","SD","57262",0,46,4,"43",NA,"45.562731","-97.060835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2266",NA,NA,NA,"4510","4510","0.464"
"3016","Southeast Technical College","Sioux Falls","SD","57107-1301",0,46,4,"41",NA,"43.570446","-96.780241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16445",NA,NA,NA,"7650","7650","0.3678"
"3017","Stewart School","Sioux Falls","SD","57104",0,46,4,"12",NA,"43.554991","-96.746329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.402"
"3018","University of South Dakota","Vermillion","SD","57069-2390",0,46,4,"32",NA,"42.786019","-96.925283",NA,"510","640","540","650",NA,NA,"575","595",NA,"19","25","18","25","18","26",NA,NA,"22","22","22",NA,"1122","1122","19415",NA,NA,NA,"9432","12942","0.2034"
"3019","Western Dakota Technical College","Rapid City","SD","57703-4018",0,46,4,"41",NA,"44.076648","-103.179501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14788",NA,NA,NA,"8332","8332","0.3346"
"3020","American Baptist College","Nashville","TN","37207-9980",0,47,5,"11",NA,"36.202623","-86.789912","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12474","12474","0.7455"
"3021","Arnolds Beauty School","Milan","TN","38358",0,47,5,"32",NA,"35.919195","-88.760125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14166",NA,NA,NA,NA,"0.5149"
"3022","Tennessee College of Applied Technology-Athens","Athens","TN","37371-0848",0,47,5,"32",NA,"35.442944","-84.630484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4590",NA,NA,NA,NA,NA,"0.5261"
"3023","Austin Peay State University","Clarksville","TN","37044",0,47,5,"12",NA,"36.533319","-87.354081",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","24","16","24","16","23",NA,NA,"21","20","20",NA,"1085","1085","14480",NA,NA,NA,"8431","13975","0.4677"
"3024","Baptist Health Sciences University","Memphis","TN","38104",0,47,5,"11",NA,"35.138415","-90.027501","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19","25","21","25","17","24",NA,NA,"22","23","21",NA,"1120","1120",NA,"11348",NA,NA,"12572","12572","0.5086"
"3025","Belmont University","Nashville","TN","37212-3757",0,47,5,"11",NA,"36.135589","-86.794807","42","590","690","560","650",NA,NA,"640","605",NA,"24","30","23","33","21","28",NA,NA,"27","28","25",NA,"1272","1272",NA,"40966",NA,NA,"38430","38430","0.1654"
"3026","Bethel University","McKenzie","TN","38201",0,47,5,"32",NA,"36.137848","-88.516762","60","447","543","428","565",NA,NA,"495","497",NA,"15","21","13","21","15","19",NA,NA,"18","17","17",NA,"981","981",NA,"18853",NA,NA,"17482","17482","0.3653"
"3027","Bryan College-Dayton","Dayton","TN","37321",0,47,5,"32",NA,"35.497209","-84.999552","42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19435",NA,NA,"17360","17360","0.2803"
"3028","Carson-Newman University","Jefferson City","TN","37760",0,47,5,"23",NA,"36.122934","-83.491709","54","490","580","465","555",NA,NA,"535","510",NA,"19","25","18","25","17","25",NA,NA,"22","22","21",NA,"1112","1112",NA,"22450",NA,NA,"31320","31320","0.4338"
"3029","Chattanooga State Community College","Chattanooga","TN","37406-1097",0,47,5,"12",NA,"35.100202","-85.237389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6935",NA,NA,NA,"4430","16934","0.3665"
"3030","Christian Brothers University","Memphis","TN","38104",0,47,5,"11",NA,"35.127437","-89.983241","30","500","630","530","650",NA,NA,"565","590",NA,"18","25","18","26","16","25",NA,NA,"22","22","21",NA,"1108","1108",NA,"13188",NA,NA,"34820","34820","0.3256"
"3031","Pentecostal Theological Seminary","Cleveland","TN","37311-3330",0,47,5,"13",NA,"35.162528","-84.868326","57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"3032","Austin's Beauty College Inc","Clarksville","TN","37040-1121",0,47,5,"12",NA,"36.521386","-87.362846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.9104"
"3033","Cleveland State Community College","Cleveland","TN","37312",0,47,5,"13",NA,"35.200103","-84.879284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8004",NA,NA,NA,"4400","17216","0.3344"
"3034","Columbia State Community College","Columbia","TN","38401",0,47,5,"32",NA,"35.616757","-87.101917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7644",NA,NA,NA,"4666","18124","0.2221"
"3035","Concorde Career College-Memphis","Memphis","TN","38137-0132",0,47,5,"11",NA,"35.112892","-89.891723",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.7285"
"3036","Tennessee College of Applied Technology-Covington","Covington","TN","38019",0,47,5,"32",NA,"35.545225","-89.659976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8531",NA,NA,NA,NA,NA,"0.528"
"3037","Cumberland University","Lebanon","TN","37087",0,47,5,"31",NA,"36.204514","-86.298782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26291",NA,NA,"25412","25412","0.3196"
"3038","Lipscomb University","Nashville","TN","37204-3951",0,47,5,"11",NA,"36.106253","-86.799791","74","560","640","540","630",NA,NA,"600","585",NA,"22","29","22","32","20","28",NA,NA,"26","27","24",NA,"1224","1224",NA,"29064",NA,NA,"35752","35752","0.2206"
"3039","Tennessee College of Applied Technology-Dickson","Dickson","TN","37055",0,47,5,"32",NA,"36.050549","-87.366455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9750",NA,NA,NA,NA,NA,"0.4664"
"3040","Hussian College-Daymar College Nashville","Nashville","TN","37214",0,47,5,"11",NA,"36.14608","-86.671921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22348","22348","0.3137"
"3041","Dyersburg State Community College","Dyersburg","TN","38024-2411",0,47,5,"32",NA,"36.047565","-89.390791",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4912",NA,NA,NA,"4410","17226","0.4094"
"3042","East Tennessee State University","Johnson City","TN","37614",0,47,5,"13",NA,"36.301643","-82.366954",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19","26","18","27","17","25",NA,NA,"23","23","21",NA,"1135","1135","13220",NA,NA,NA,"9438","12740","0.3846"
"3043","Chattanooga College Medical Dental and Technical Careers","Chattanooga","TN","37415",0,47,5,"12",NA,"35.13314","-85.238131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10690","10690","0.6833"
"3044","Tennessee College of Applied Technology-Elizabethton","Elizabethton","TN","37643",0,47,5,"41",NA,"36.366033","-82.178198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9692",NA,NA,NA,NA,NA,"0.6402"
"3045","The Hair Academy LLC","Fayetteville","TN","37334-0135",0,47,5,"32",NA,"35.153554","-86.577055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5692"
"3046","Fisk University","Nashville","TN","37208-4501",0,47,5,"11",NA,"36.167087","-86.804805",NA,"540","650","520","710",NA,NA,"595","615",NA,"19","26","19","26","18","24",NA,NA,"23","23","21",NA,"1167","1167",NA,"17212",NA,NA,"22906","22906","0.5142"
"3047","Welch College","Gallatin","TN","37066-8460",0,47,5,"41",NA,"36.36719","-86.549153","41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21728",NA,NA,"19582","19582","0.2358"
"3048","Freed-Hardeman University","Henderson","TN","38340-2399",0,47,5,"32",NA,"35.440611","-88.637964","74","485","610","500","585",NA,NA,"548","543",NA,"21","27","21","30","19","26",NA,NA,"24","26","23",NA,"1180","1180",NA,"21587",NA,NA,"23300","23300","0.2334"
"3049","Tennessee College of Applied Technology-Harriman","Harriman","TN","37748-5849",0,47,5,"41",NA,"35.966107","-84.517871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9346",NA,NA,NA,NA,NA,"0.3458"
"3050","Tennessee College of Applied Technology-Hartsville","Hartsville","TN","37074-2028",0,47,5,"42",NA,"36.387191","-86.14366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8514",NA,NA,NA,NA,NA,"0.2215"
"3051","Tennessee College of Applied Technology-Hohenwald","Hohenwald","TN","38462-2201",0,47,5,"33",NA,"35.551687","-87.573757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10822",NA,NA,NA,NA,NA,"0.324"
"3052","Tennessee College of Applied Technology-Jacksboro","Jacksboro","TN","37757",0,47,5,"32",NA,"36.3175","-84.208918",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6289",NA,NA,NA,NA,NA,"0.4745"
"3053","Jackson State Community College","Jackson","TN","38301-3797",0,47,5,"13",NA,"35.645571","-88.780005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7975",NA,NA,NA,"4618","18076","0.4028"
"3054","John A Gupton College","Nashville","TN","37203-2954",0,47,5,"11",NA,"36.156633","-86.7948",NA,"430","480","460","480",NA,NA,"455","470",NA,"19","22","19","23","16","20",NA,NA,"21","21","18",NA,"1054","1054",NA,"12587",NA,NA,"11583","11583","0.4551"
"3055","Johnson University","Knoxville","TN","37998",0,47,5,"41",NA,"35.937193","-83.750273","48","490","600","490","585",NA,NA,"545","538",NA,"19","24","18","25","17","24",NA,NA,"22","22","21",NA,"1098","1066",NA,"23625",NA,NA,"19274","19274","0.4292"
"3056","Paul Mitchell the School-Murfreesboro","Murfreesboro","TN","37129",0,47,5,"12",NA,"35.849141","-86.42068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4695"
"3057","King University","Bristol","TN","37620-2699",0,47,5,"13",NA,"36.585309","-82.159421","66","490","580","510","580",NA,NA,"535","545",NA,"18","24","16","23","16","23",NA,NA,"21","20","20",NA,"1084","1084",NA,"25587",NA,NA,"32838","32838","0.4223"
"3058","South College","Knoxville","TN","37909-0000",0,47,5,"12",NA,"35.958283","-83.97362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19434",NA,NA,"17335","17335","0.5624"
"3059","Lane College","Jackson","TN","38301-4598",0,47,5,"13",NA,"35.627378","-88.806535","55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11790","11790","0.8338"
"3060","Le Moyne-Owen College","Memphis","TN","38126-6595",0,47,5,"11",NA,"35.118641","-90.034101","78","463","558","435","535",NA,NA,"511","485",NA,"13","17","11","16","14","16",NA,NA,"15","14","15",NA,"876","876",NA,NA,NA,NA,"12076","12076","0.7951"
"3061","Lee University","Cleveland","TN","37311",0,47,5,"13",NA,"35.166019","-84.871399","57","500","630","500","600",NA,NA,"565","550",NA,"20","28","21","30","18","26",NA,NA,"24","26","22",NA,"1169","1169",NA,"22577",NA,NA,"20500","20500","0.297"
"3062","Lincoln Memorial University","Harrogate","TN","37752-8231",0,47,5,"32",NA,"36.578508","-83.660198",NA,"493","598","500","628",NA,NA,"546","564",NA,"18","25","19","26","17","25",NA,NA,"22","23","21",NA,"1102","1102",NA,"35736",NA,NA,"24210","24210","0.4364"
"3063","Tennessee College of Applied Technology-Livingston","Livingston","TN","38570",0,47,5,"33",NA,"36.39594","-85.317248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6059",NA,NA,NA,NA,NA,"0.1536"
"3064","The University of Tennessee Southern","Pulaski","TN","38478-2799",0,47,5,"32",NA,"35.201019","-87.035661",NA,"448","465","523","543",NA,NA,"457","533",NA,"18","23","19","24","16","22",NA,NA,"21","22","19",NA,"1058","1058",NA,"22820",NA,NA,"10200","10200","0.4362"
"3065","Maryville College","Maryville","TN","37804-5907",0,47,5,"21",NA,"35.751505","-83.964223","66","580","680","520","640",NA,NA,"630","580",NA,"19","29","19","30","17","26",NA,NA,"24","25","22",NA,"1187","1187",NA,"26319",NA,NA,"37016","37016","0.389"
"3066","Tennessee College of Applied Technology-McKenzie","McKenzie","TN","38201",0,47,5,"41",NA,"36.137048","-88.492615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5867",NA,NA,NA,NA,NA,"0.5411"
"3067","Genesis Career College-Cookeville","Cookeville","TN","38501-1907",0,47,5,"33",NA,"36.176484","-85.485574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15023",NA,NA,NA,NA,"0.8196"
"3068","Meharry Medical College","Nashville","TN","37208",0,47,5,"11",NA,"36.165458","-86.807371","71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3069","Tennessee College of Applied Technology-Memphis","Memphis","TN","38105-3604",0,47,5,"11",NA,"35.150262","-90.039188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11453",NA,NA,NA,NA,NA,"0.6279"
"3070","University of Memphis","Memphis","TN","38152",0,47,5,"11",NA,"35.118878","-89.938068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14023",NA,NA,NA,"10056","14088","0.4055"
"3071","Memphis Theological Seminary","Memphis","TN","38104",0,47,5,"11",NA,"35.13311","-89.982653","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3072","Middle Tennessee State University","Murfreesboro","TN","37132",0,47,5,"12",NA,"35.848005","-86.360618",NA,"510","620","500","590",NA,NA,"565","545",NA,"19","26","19","27","17","25",NA,NA,"23","23","21",NA,"1133","1133","12553",NA,NA,NA,"9232","28264","0.3438"
"3073","Middle Tennessee School of Anesthesia Inc","Madison","TN","37115",0,47,5,"11",NA,"36.253425","-86.683859","95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
